PRODUCTO,MARCA,MODELO,IMGSRC,CODIGO
ATITUDE AT7189-T01,ATITUDE,AT7189-T01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOqJr609Zmn8ntXZXbQmy3YU3R49mZQjgDZw&s,2811                  
ATITUDE AT7190-A01,ATITUDE,AT7190-A01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIqSWUYOvTKxDwdUkit4U9Mqpb1obrPOwAkw&s,2811                  
ATITUDE AT7190-D02,ATITUDE,AT7190-D02,https://d5gag3xtge2og.cloudfront.net/producao/34176655/G/1.png,2822                  
ATITUDE AT7190-K01,ATITUDE,AT7190-K01,https://d5gag3xtge2og.cloudfront.net/producao/34174376/G/1.png,2780                  
ATITUDE AT7194-D02,ATITUDE,AT7194-D02,https://d5gag3xtge2og.cloudfront.net/producao/34176655/G/1.png,2382                  
ATITUDE AT7194-H02,ATITUDE,AT7194-H02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQU_KpNjitXEmfZudxe1Ej9FOp9AOsqJqliLg&s,2841                  
ATITUDE AT7195-D02,ATITUDE,AT7195-D02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQU_KpNjitXEmfZudxe1Ej9FOp9AOsqJqliLg&s,2835                  
ATITUDE AT7195-N02,ATITUDE,AT7195-N02,https://http2.mlstatic.com/D_NQ_NP_827939-MLB87604542460_072025-O.webp,2381                  
ATITUDE AT7202-G02,ATITUDE,AT7202-G02,https://http2.mlstatic.com/D_NQ_NP_827939-MLB87604542460_072025-O.webp,2834                  
ATITUDE AT7203-C02,ATITUDE,AT7203-C02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtu_8DBYEr1M-jHuctuYuySuKemUeaLoCbjA&s,2854                  
ATITUDE AT7213-K02,ATITUDE,AT7213-K02,https://images.tcdn.com.br/img/img_prod/877056/180_oculos_de_grau_original_atitude_em_acetato_unissex_at7203_17131_2_3a94196de06a9b2c6e1a5011469618d3.jpg,2392                  
ATITUDE AT7213-K12,ATITUDE,AT7213-K12,https://americanas.vtexassets.com/arquivos/ids/17164394/7504764576_1_xlarge.jpg?v=638754744018600000,2394                  
ATITUDE AT7213-R01,ATITUDE,AT7213-R01,https://americanas.vtexassets.com/arquivos/ids/1595445/7504766557_1_xlarge.jpg?v=638750968823900000,2857                  
ATITUDE AT7214-K02,ATITUDE,AT7214-K02,https://images.tcdn.com.br/img/img_prod/1261310/atitude_at7213_r01_257_1_92268c8ef5b702d0078524789018c22b.jpeg,2806                  
ATITUDE AT7214-K12,ATITUDE,AT7214-K12,https://tfcqdl.vtexassets.com/arquivos/ids/183306/AT7214__K02-1.png?v=638460206279230000,2395                  
ATITUDE AT7215-C02,ATITUDE,AT7215-C02,https://d5gag3xtge2og.cloudfront.net/producao/34812982/G/1.jpg,2397                  
ATITUDE AT7215-R02,ATITUDE,AT7215-R02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTR-qb8qF2fadPRnfdsUK3bn9h6Ak2k9w0QpQ&s,2398                  
ATITUDE AT7215-R03,ATITUDE,AT7215-R03,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRv9iPlozxy1eg8jnSi2FvF_A4jb-cQmeGp7w&s,2936                  
ATITUDE AT7216-C02,ATITUDE,AT7216-C02,https://oculosshop.com.br/cdn/shop/files/57366.jpg?crop=center&height=1024&v=1722957433&width=1024,2865                  
ATITUDE AT7216-R02,ATITUDE,AT7216-R02,https://images.tcdn.com.br/img/img_prod/1365112/180_atitude_at7216_c02_1195_1_af8a3a85871f6658fa379da309d3f929.jpg,2400                  
ATITUDE AT7216-R03,ATITUDE,AT7216-R03,https://www.safira.com.br/cdn/imagens/produtos/det/armacao-feminina-atitude-at7216-r02-cdd82821ce38a72b061af0c3da24650b.jpg,2399                  
ATITUDE AT7217-A01,ATITUDE,AT7217-A01,https://www.safira.com.br/cdn/imagens/produtos/det/armacao-feminina-atitude-at7216-r02-cdd82821ce38a72b061af0c3da24650b.jpg,2815                  
ATITUDE AT7217-C01,ATITUDE,AT7217-C01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRYlG5iDfAUebeOZuoOtGxSSRByPIwuMnztg&s,2821                  
ATITUDE AT7217-G02,ATITUDE,AT7217-G02,https://oculosshop.com.br/cdn/shop/files/100992.jpg?crop=center&height=1024&v=1726860486&width=1024,2757                  
ATITUDE AT7218-A01,ATITUDE,AT7218-A01,https://oculosshop.com.br/cdn/shop/files/100993.jpg?crop=center&height=1024&v=1726860580&width=1024,2818                  
ATITUDE AT7218-C02,ATITUDE,AT7218-C02,https://oculosshop.com.br/cdn/shop/files/100994.jpg?crop=center&height=1024&v=1726860768&width=1024,2816                  
ATITUDE AT7218-G02,ATITUDE,AT7218-G02,https://http2.mlstatic.com/D_NQ_NP_634416-MLA96882265591_102025-O.webp,2808                  
ATITUDE AT7221-C02,ATITUDE,AT7221-C02,https://oculosshop.com.br/cdn/shop/files/102884_1_grande.jpg?v=1744043014,2823                  
ATITUDE AT7221-D02,ATITUDE,AT7221-D02,https://static.zattini.com.br/produtos/armacao-de-oculos-atitude-at7221-d02-azul-translucido/08/EGE-1414-008/EGE-1414-008_zoom1.jpg?ts=1724424440,2755                  
ATITUDE AT7221-G02,ATITUDE,AT7221-G02,https://static.zattini.com.br/produtos/armacao-de-oculos-atitude-at7221-d02-azul-translucido/08/EGE-1414-008/EGE-1414-008_zoom1.jpg?ts=1724424440,2756                  
ATITUDE AT7221-H02,ATITUDE,AT7221-H02,https://static.zattini.com.br/produtos/armacao-de-oculos-atitude-at7221-d02-azul-translucido/08/EGE-1414-008/EGE-1414-008_zoom1.jpg?ts=1724424440,2855                  
ATITUDE AT7222-C02,ATITUDE,AT7222-C02,https://oculosshop.com.br/cdn/shop/files/100997-1_1.jpg?v=1726861512&width=2000,2752                  
ATITUDE AT7222-G02,ATITUDE,AT7222-G02,https://images.tcdn.com.br/img/img_prod/1390546/180_armacao_oculos_de_grau_feminino_atitude_at7223_g02_54_marrom_cristal_dourado_2187_1_6b3d03f5786ac24b469e3efa889c4df9.jpg,2754                  
ATITUDE AT7222-R02,ATITUDE,AT7222-R02,https://images.tcdn.com.br/img/img_prod/1365112/atitude_at7222_g02_2787_1_782d594552fc027e1b497c91dfbe59dc.jpg,2758                  
ATITUDE AT7223-G02,ATITUDE,AT7223-G02,https://images.tcdn.com.br/img/img_prod/1365112/atitude_at7222_r02_2789_1_54dfb3e4b2d6f591d018de98ab9cc475.jpg,2858                  
ATITUDE AT7223-H02,ATITUDE,AT7223-H02,https://images.tcdn.com.br/img/img_prod/1365112/atitude_at7223_g02_2793_1_89cde1931c159de9763bebff81798593.jpg,2753                  
ATITUDE AT7224-G02,ATITUDE,AT7224-G02,https://oculosshop.com.br/cdn/shop/files/100997.jpg?crop=center&height=1024&v=1726861512&width=1024,2738                  
ATITUDE AT7224-H02,ATITUDE,AT7224-H02,https://oculosshop.com.br/cdn/shop/files/102885_1.jpg?crop=center&height=1024&v=1744396797&width=1024,2735                  
ATITUDE AT7224-K02,ATITUDE,AT7224-K02,https://oculosshop.com.br/cdn/shop/files/100999_1.jpg?crop=center&height=1024&v=1726861740&width=1024,2790                  
ATITUDE AT7227M-H12,ATITUDE,AT7227M-H12,https://loja.oticaademar.com.br/image/cache/catalog/Produtos//50977%20-%20Armacao%20Atitude%20AT7185M%20A01%2056-18%2001-800x800.jpg,2792                  
ATITUDE AT7228-K12,ATITUDE,AT7228-K12,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/s/e/sem_t_tulo-1_10.png,2826                  
ATITUDE AT7230-K12,ATITUDE,AT7230-K12,https://oculosshop.com.br/cdn/shop/files/100992.jpg?v=1726860486,2767                  
ATITUDE AT7230-R12,ATITUDE,AT7230-R12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKHIE0dInX2WMp_oFTq8YjfKUP555M8wNx4w&s,2766                  
ATITUDE AT7231-K12,ATITUDE,AT7231-K12,https://http2.mlstatic.com/D_NQ_NP_819365-MLB87664078610_072025-O.webp,2739                  
ATITUDE AT7231-R12,ATITUDE,AT7231-R12,https://images.tcdn.com.br/img/img_prod/1365112/180_atitude_at7234_k12_2825_1_358ac883addea8ca6e2eeb7adf4cb752.jpg,2740                  
ATITUDE AT7234-D02,ATITUDE,AT7234-D02,https://imgs.casasbahia.com.br/1578651702/1xg.jpg?imwidth=1000,2852                  
ATITUDE AT7234-K12,ATITUDE,AT7234-K12,https://imgs.casasbahia.com.br/1570741597/1xg.jpg,2856                  
ATITUDE AT7252-A11,ATITUDE,AT7252-A11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvfe2TY9zVvq9Tebhuu555wkmNcA_0S6izCA&s,2734                  
ATITUDE AT7252-T01,ATITUDE,AT7252-T01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc5nolKtA2SHSGb93WdxqHKKKuU1NJKF9IKg&s,2771                  
ATITUDE AT8196M-A11,ATITUDE,AT8196M-A11,https://images.tcdn.com.br/img/img_prod/1365112/atitude_at7227m_h12_2807_1_d63264c12af839d46cb1f22f1e0514f6.jpg,2807                  
ATITUDE AT8197M-D11,ATITUDE,AT8197M-D11,https://imgmarketplace.lojasrenner.com.br/20001/3200/7010703878125/7510707778998/0.jpeg,2763                  
ATITUDE AT8199M-E13,ATITUDE,AT8199M-E13,https://images.tcdn.com.br/img/img_prod/877056/180_oculos_de_sol_original_atitude_em_acetato_masculino_at8186m_15905_2_f699bbee6380e88f8b60f383bd935591.jpg,2769                  
ATITUDE AT8202M-E12,ATITUDE,AT8202M-E12,https://oculosshop.com.br/cdn/shop/files/AT8199ME13.png?v=1761593500&width=1080,2768                  
ATITUDE AT8240-A11,ATITUDE,AT8240-A11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc5nolKtA2SHSGb93WdxqHKKKuU1NJKF9IKg&s,2762                  
ATITUDE AT8240-H11,ATITUDE,AT8240-H11,https://imgmarketplace.lojasrenner.com.br/20001/1427/7010706125064/7510713209210/0.jpeg,2730                  
ATITUDE ATK4005-L01,ATITUDE,ATK4005-L01,https://imgmarketplace.lojasrenner.com.br/20001/1427/7010705517403/7510711793003/0.jpeg,2244                  
ATITUDE ATK4006-L01,ATITUDE,ATK4006-L01,https://d5gag3xtge2og.cloudfront.net/producao/34175001/G/1.png,2783                  
ATITUDE ATK4007-K01,ATITUDE,ATK4007-K01,https://images.tcdn.com.br/img/img_prod/1269258/armacao_oculos_atitude_4006_l01_651_1_2077fa6f8b81ad9ed6c2c9b9c26b999c.jpg,2829                  
ATITUDE ATK4007-L01,ATITUDE,ATK4007-L01,https://loja.oticaademar.com.br/image/cache/catalog/Produtos//51480%20-%20Armacao%20Atitude%20ATK4007%20K01%2049-17%2001-800x800.jpg,2796                  
ATITUDE ATK4008-A01,ATITUDE,ATK4008-A01,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/oculos-armacao-atitude-atk4007-k01-feminino-infantil-rosa/bluemacaw/atk4007k01/7e20bc32a4abdc49a233689537166847.jpeg,2243                  
ATITUDE ATK4008-K01,ATITUDE,ATK4008-K01,https://images.tcdn.com.br/img/img_prod/1365112/atitude_atk4008_a01_2861_1_4604d5093ea050e9721ada4c02c28d0f.jpg,2242                  
ATITUDE ATK4008-L01,ATITUDE,ATK4008-L01,https://loja.oticaademar.com.br/image/cache/catalog/Produtos//51482%20-%20Armacao%20Atitude%20ATK4008%20K01%2050-15%2001-800x800.jpg,2241                  
ATITUDE ATK6036-D02,ATITUDE,ATK6036-D02,https://loja.oticaademar.com.br/image/cache/catalog/Produtos//51483%20-%20Armacao%20Atitude%20ATK4008%20L01%2050-15%2001-800x800.jpg,2532                  
ATITUDE ATK6040-K02,ATITUDE,ATK6040-K02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX8g0Nc98nWBluy9uHrt-PmpOeSofdTf9dSw&s,2747                  
ATITUDE ATK6040-L02,ATITUDE,ATK6040-L02,https://http2.mlstatic.com/D_NQ_NP_979164-MLB82792548446_032025-O.webp,2935                  
ATITUDE ATK6041-K02,ATITUDE,ATK6041-K02,https://images.tcdn.com.br/img/img_prod/877056/oculos_de_grau_original_atitude_em_acetato_feminino_atk6040_14967_1_b19d631b351999ed2e0a7532f2eae169.jpg,2750                  
ATITUDE ATK6041-L02,ATITUDE,ATK6041-L02,https://http2.mlstatic.com/D_Q_NP_862246-MLA95651739233_102025-O.webp,2784                  
ATITUDE ATK6042-D02,ATITUDE,ATK6042-D02,https://images.tcdn.com.br/img/img_prod/877056/oculos_de_grau_original_atitude_infantil_em_acetato_feminino_atk6041_14973_variacao_20247_1_a078dcf8b54b218bcb57c382fc3d8f70.jpg,2782                  
ATITUDE ATK6042-H02,ATITUDE,ATK6042-H02,https://images.tcdn.com.br/img/img_prod/877056/oculos_de_grau_original_atitude_em_acetato_unissex_atk6042_15721_1_e280b508d41335797c1a1faa8aa49ec0.jpg,2797                  
ATITUDE ATK6042-H03,ATITUDE,ATK6042-H03,https://images.tcdn.com.br/img/img_prod/877056/180_oculos_de_grau_original_atitude_em_acetato_unissex_atk6036_17311_1_f954b6e1525f8b06bed67a48f8c0863c.jpg,2781                  
ATITUDE ATK6043-H02,ATITUDE,ATK6043-H02,https://images.tcdn.com.br/img/img_prod/877056/180_oculos_de_grau_original_atitude_em_acetato_unissex_atk6036_17311_1_f954b6e1525f8b06bed67a48f8c0863c.jpg,2765                  
ATITUDE ATK6044-L02,ATITUDE,ATK6044-L02,https://images.tcdn.com.br/img/img_prod/877056/oculos_de_grau_original_atitude_infantil_em_acetato_feminino_atk6043_15741_variacao_20245_2_8f824eb27c43b349f5aed1350a884c61.jpg,2795                  
ATITUDE ATK7000-A01,ATITUDE,ATK7000-A01,https://dcdn-us.mitiendanube.com/stores/293/334/products/20250929_155407-a996e63e8d835682a117628735449263-480-0.jpg,1899                  
ATITUDE ATK7002-D01,ATITUDE,ATK7002-D01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSskztcV1VNpLzl7rNsFeeCP4M7P_kTgPOC6A&s,1769                  
ATITUDE ATK7013-G02,ATITUDE,ATK7013-G02,https://oticasdiniz.vtexassets.com/arquivos/ids/530988/1548539.jpg?v=638108491915830000,2775                  
ATITUDE ATK7013-K01,ATITUDE,ATK7013-K01,https://images.tcdn.com.br/img/img_prod/1390546/90_armacao_oculos_de_grau_infantil_atitude_atk7013_r01_50_roxo_2713_1_af8933a7f2732850e58bcd809bbd0032.jpg,2793                  
ATITUDE ATK7014-G02,ATITUDE,ATK7014-G02,https://http2.mlstatic.com/D_NQ_NP_970337-MLB82793067254_032025-O.webp,2777                  
BULGET BG1691M-02A,BULGET,BG1691M-02A,https://www.safira.com.br/cdn/imagens/produtos/det/oculos-de-grau-bulget-bg1691m-02a-14cd071976a90210885e9c53cc9a418a.jpg,2506                  
BULGET BG1716M-06B,BULGET,BG1716M-06B,https://oculosshop.com.br/cdn/shop/files/57379.jpg?crop=center&height=1024&v=1725998167&width=1024,2419                  
BULGET BG1716M-06B,BULGET,BG1716M-06B,https://oculosshop.com.br/cdn/shop/files/57379.jpg?crop=center&height=1024&v=1725998167&width=1024,1111
BULGET BG1719M-02B,BULGET,BG1719M-02B,https://sicredi.vtexassets.com/arquivos/ids/6894283/17081146651561.jpg?v=638443123181100000,2925                  
BULGET BG1719M-02B,BULGET,BG1719M-02B,https://sicredi.vtexassets.com/arquivos/ids/6894283/17081146651561.jpg?v=638443123181100000,1111
BULGET BG1719M-03B,BULGET,BG1719M-03B,https://images.tcdn.com.br/img/img_prod/877056/oculos_de_grau_bulget_feminino_bg1719m_14205_1_788a0d8540ecc589e5762a18fab8b539.jpg,2929                  
BULGET BG1719M-03B,BULGET,BG1719M-03B,https://http2.mlstatic.com/D_NQ_NP_741527-MLA99502433630_112025-O.webp,1111
BULGET BG1729M- 09B,BULGET,BG1729M- 09B,https://americanas.vtexassets.com/arquivos/ids/19827016/7513983595_1_xlarge.jpg?v=638754993075600000,2424                  
BULGET BG1729M- 09B,BULGET,BG1729M- 09B,https://imgs.casasbahia.com.br/1575971213/1xg.jpg?imwidth=500,1111
BULGET BG1734M-02B,BULGET,BG1734M-02B,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/armacao-bulget-bg1734m-02b/oticavisaoweb/25425/be5276f8803406aff90c6ae26056a150.jpeg,2912                  
BULGET BG1734M-02B,BULGET,BG1734M-02B,https://imgs.pontofrio.com.br/1579731447/1xg.jpg?imwidth=1000,1111
BULGET BG1734M-09B,BULGET,BG1734M-09B,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/p/r/prancheta_1_838.jpg,2923                  
BULGET BG1734M-09B,BULGET,BG1734M-09B,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/p/r/prancheta_1_838.jpg,1111
BULGET BG1735M-09B,BULGET,BG1735M-09B,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/p/r/prancheta_1_837_1.jpg,2921                  
BULGET BG1735M-09B,BULGET,BG1735M-09B,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/p/r/prancheta_1_837_1.jpg,1111
BULGET BG1736M-02B,BULGET,BG1736M-02B,https://carrefourbr.vtexassets.com/arquivos/ids/190992792/image-1.jpg?v=638815446315530000,2931                  
BULGET BG1736M-02B,BULGET,BG1736M-02B,https://imgs.casasbahia.com.br/1579849767/1xg.jpg?imwidth=1000,1111
BULGET BG1736M-06B,BULGET,BG1736M-06B,https://marketplace.bancointer.com.br/ecommerce/images/platform/0bc930e4f0f15032156f5c108d30311b.png,2872                  
BULGET BG1736M-06B,BULGET,BG1736M-06B,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/armacao-bulget-bg1736m-06b/olistplus/o2e1o4ufsvhxu9rb/e71458dba9aec61dbdafa706015b4013.jpeg,1111
BULGET BG1736M-09B,BULGET,BG1736M-09B,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/p/r/prancheta_1_836.jpg,2928                  
BULGET BG1736M-09B,BULGET,BG1736M-09B,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/p/r/prancheta_1_836.jpg,1111
BULGET BG1737M-01B,BULGET,BG1737M-01B,https://www.oticabrizzon.com.br//uploads/pr/bulget-bg1735m-01b--543-4252-1.jpg,2927                  
BULGET BG1737M-01B,BULGET,BG1737M-01B,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/p/r/prancheta_1_835.jpg,1111
BULGET BG1737M-02B,BULGET,BG1737M-02B,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/p/r/prancheta_1_835.jpg,2917                  
BULGET BG1737M-02B,BULGET,BG1737M-02B,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/p/r/prancheta_1_835.jpg,1111
BULGET BG1737M-09B,BULGET,BG1737M-09B,https://static.dafiti.com.br/p/Bulget-Armacao-Bulget-Bg1737M-09B-0538-66509541-1-zoom.jpg,2922                  
BULGET BG1737M-09B,BULGET,BG1737M-09B,https://static.dafiti.com.br/p/Bulget-Armacao-Bulget-Bg1737M-09B-0538-66509541-1-zoom.jpg,1111
BULGET BG1740T-04B,BULGET,BG1740T-04B,https://oculosshop.com.br/cdn/shop/files/103931-1.jpg?v=1753115136&width=1000,2890                  
BULGET BG1740T-04B,BULGET,BG1740T-04B,https://oculosshop.com.br/cdn/shop/files/103931-1.jpg?v=1753115136&width=1000,1111
BULGET BG1741T-04B,BULGET,BG1741T-04B,https://oculosshop.com.br/cdn/shop/files/103932_1.jpg?v=1753115245,2891                  
BULGET BG1741T-04B,BULGET,BG1741T-04B,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRDDjATgpVxYRutmyWiWVy_4PK3LeOYy5TCA&s,1111
BULGET BG1743MT-02B,BULGET,BG1743MT-02B,https://images.tcdn.com.br/img/img_prod/1390546/180_armacao_oculos_de_grau_bulget_bg1743mt_04b_53_masculino_dourado_claro_azul_1919_1_41fa43ccda1efd00f34c5a63688f49ba.jpg,2894                  
BULGET BG1743MT-02B,BULGET,BG1743MT-02B,https://images.tcdn.com.br/img/img_prod/1390546/180_armacao_oculos_de_grau_bulget_bg1743mt_04b_53_masculino_dourado_claro_azul_1919_1_41fa43ccda1efd00f34c5a63688f49ba.jpg,1111
BULGET BG1743MT-03B,BULGET,BG1743MT-03B,https://www.safira.com.br/cdn/imagens/produtos/det/armacao-masculino-bulget-ae4bc93e4a0a4f3d9307f2ebdf729e76.jpg,2886                  
BULGET BG1743MT-03B,BULGET,BG1743MT-03B,https://images.tcdn.com.br/img/img_prod/1390546/180_armacao_oculos_de_grau_bulget_bg1743mt_04b_53_masculino_dourado_claro_azul_1919_1_41fa43ccda1efd00f34c5a63688f49ba.jpg,1111
BULGET BG1743MT-04B,BULGET,BG1743MT-04B,https://http2.mlstatic.com/D_NQ_NP_674325-MLB90661664389_082025-O.webp,2887                  
BULGET BG1743MT-04B,BULGET,BG1743MT-04B,https://images.tcdn.com.br/img/img_prod/1390546/180_armacao_oculos_de_grau_bulget_bg1743mt_04b_53_masculino_dourado_claro_azul_1919_1_41fa43ccda1efd00f34c5a63688f49ba.jpg,1111
BULGET BG2065MT-06A,BULGET,BG2065MT-06A,https://oticasdiniz.vtexassets.com/arquivos/ids/548748/1597808.jpg?v=638233740699400000,2429                  
BULGET BG2065MT-06A,BULGET,BG2065MT-06A,https://oticasdiniz.vtexassets.com/arquivos/ids/548748/1597808.jpg?v=638233740699400000,1111
BULGET BG2065MT-09A,BULGET,BG2065MT-09A,https://oticasdiniz.vtexassets.com/arquivos/ids/541143/1597809.jpg?v=638116004625270000,2430                  
BULGET BG2065MT-09A,BULGET,BG2065MT-09A,https://oticasdiniz.vtexassets.com/arquivos/ids/541143/1597809.jpg?v=638116004625270000,1111
BULGET BG2110M-09B,BULGET,BG2110M-09B,https://www.safira.com.br/cdn/imagens/produtos/det/armacao-masculina-bulget-bg2110m-09b-2ba75ca14613753f7cc7437d885aa2d7.jpg,2881                  
BULGET BG2110M-09B,BULGET,BG2110M-09B,https://acdn-us.mitiendanube.com/stores/001/327/083/products/bg-2110m-09b-c7142a1737d18d533417169297196043-480-0.webp,1111
BULGET BG2128M-02B,BULGET,BG2128M-02B,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/58711%20-%20Armacao%20Bulget%20BG2128M%2002B%2056-18%2001-800x800.jpg,2882                  
BULGET BG2128M-02B,BULGET,BG2128M-02B,https://oticasdiniz.vtexassets.com/arquivos/ids/646634/bg2134m-02b-1.jpg?v=638961275818800000,1111
BULGET BG2128M-06B,BULGET,BG2128M-06B,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/58710%20-%20Armacao%20Bulget%20BG2128M%2001B%2056-18%2001-350x350.jpg,2883                  
BULGET BG2128M-06B,BULGET,BG2128M-06B,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/58710%20-%20Armacao%20Bulget%20BG2128M%2001B%2056-18%2001-350x350.jpg,1111
BULGET BG2130M-02A,BULGET,BG2130M-02A,https://d5gag3xtge2og.cloudfront.net/producao/35415737/M/bulget-bg2130m-02b-56-19-148.webp,2874                  
BULGET BG2130M-02A,BULGET,BG2130M-02A,https://d5gag3xtge2og.cloudfront.net/producao/35415737/M/bulget-bg2130m-02b-56-19-148.webp,1111
BULGET BG2132M-09B,BULGET,BG2132M-09B,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLmUhcfLHT4MRF3hn2mydjxQqh8FI3Fz5Ewg&s,2873                  
BULGET BG2132M-09B,BULGET,BG2132M-09B,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/armacao-de-oculos-bulget-bg2132m-09b-preto-fosco/oticawebmey2/bg2132m-09b-v/1a8eb593a620ceccb1dbe96581af8008.jpeg,1111
BULGET BG2134M-02B,BULGET,BG2134M-02B,https://oticasdiniz.vtexassets.com/arquivos/ids/646634/bg2134m-02b-1.jpg?v=638961275818800000,2911                  
BULGET BG2134M-02B,BULGET,BG2134M-02B,https://oticasdiniz.vtexassets.com/arquivos/ids/646634/bg2134m-02b-1.jpg?v=638961275818800000,1111
BULGET BG2135M-02B,BULGET,BG2135M-02B,https://oticasdiniz.vtexassets.com/arquivos/ids/646770/bg2135m-02b-1.jpg?v=638962327625600000,2920                  
BULGET BG2135M-02B,BULGET,BG2135M-02B,https://oticasdiniz.vtexassets.com/arquivos/ids/646770/bg2135m-02b-1.jpg?v=638962327625600000,1111
BULGET BG2135M-09B,BULGET,BG2135M-09B,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/58717%20-%20Armacao%20Bulget%20BG2135M%2009B%2059-17%2001-800x800.jpg,2924                  
BULGET BG2135M-09B,BULGET,BG2135M-09B,https://oticasdiniz.vtexassets.com/arquivos/ids/646675/bg2135m-09b-1.jpg?v=638961371923030000,1111
BULGET BG2143M-09B,BULGET,BG2143M-09B,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/armacao-bulget-bg2143m-09b/olistplus/o2ejyge2mjmgfox6/8c1536e1d7b877448becb7abca26ac92.jpeg,2918                  
BULGET BG2143M-09B,BULGET,BG2143M-09B,https://imgs.casasbahia.com.br/1579765625/1xg.jpg?imwidth=1000,1111
BULGET BG2148M-02B,BULGET,BG2148M-02B,https://www.safira.com.br/cdn/imagens/produtos/det/armacao-masculina-bulget-bg2148m-06b--a66426c6415a3fdf35c74622e4225bb9.jpg,2901                  
BULGET BG2148M-02B,BULGET,BG2148M-02B,https://www.safira.com.br/cdn/imagens/produtos/det/armacao-masculina-bulget-bg2148m-06b--a66426c6415a3fdf35c74622e4225bb9.jpg,1111
BULGET BG2148M-06B,BULGET,BG2148M-06B,https://www.safira.com.br/cdn/imagens/produtos/det/armacao-masculina-bulget-bg2148m-06b--a66426c6415a3fdf35c74622e4225bb9.jpg,2904                  
BULGET BG2148M-09B,BULGET,BG2148M-09B,https://imgs.casasbahia.com.br/1575710145/1xg.jpg,2902                  
BULGET BG2149M-02B,BULGET,BG2149M-02B,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/58722%20-%20Armacao%20Bulget%20BG2149M%2002B%2058-21%2004-800x800.jpg,2869                  
BULGET BG2149M-06B,BULGET,BG2149M-06B,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/58722%20-%20Armacao%20Bulget%20BG2149M%2002B%2058-21%2001-350x350.jpg,2870                  
BULGET BG2151M-04A,BULGET,BG2151M-04A,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHJJsPfMSMMSCXt9jYV6zrqS0llZOCfVlYuw&s,2871                  
BULGET BG2156M-04A,BULGET,BG2156M-04A,https://images.tcdn.com.br/img/img_prod/877056/180_oculos_de_grau_original_bulget_feminino_bg2156m_18479_2_004788bd41062246952cc7c97f6aee73.jpg,2582                  
BULGET BG2156M-04B,BULGET,BG2156M-04B,https://oticasdiniz.vtexassets.com/arquivos/ids/646712/bg2156m-04b-1.jpg?v=638961686459600000,2583                  
